original (cond)	sample (pos)	generated (neg)	BLEU	METEOR
what is the best dating website in europe ?	what is the best dating site in europe ?	how is good for	2.615418999812674e-09	0.038086617569886426
how do i keep zippers from falling down ?	how can i stop my zipper from falling down ?	is a of	5.525039797935208e-17	0.05456308434943064
what are hypertonic solutions ? what are some examples ?	what is a hypertonic solutions ? what are some examples ?	how how	1.2951112443799125e-17	0.0
how do i find angel investors for my startup ?	how can i find investors for my tech startup ?	how there do i tell investors for	0.3178697117884365	0.22256022165328626
should people all over the world speak only one language ?	could and should the world have a universal language ?	is you is you	6.441212897812026e-17	0.0
why did i wake up with a swollen lip ?	why am i waking up with swollen lips ? how can i treat this ?	why did n't n't	0.09109250638218279	0.15005329697036404
what are some of the most underrated movies ?	what are some of the most heavily underrated films of all time ?	is there is of cricketer	3.1772355737578207e-09	0.07941960055306016
what actually is gravity ?	what is the reason for gravity ?	how does is a	7.109445940997322e-09	0.058790112248901606
how does the self priming unit work in centrifugal pump ?	how can the priming be implemented in a centrifugal pump ?	is does you is theory test ?	3.896925266180684e-09	0.06425702811244981
will science ever make it possible to bring back the dead ?	is it possible to bring dead bodies back to life in some sense with the help of current technologies and science ?	will good	1.506650749991273e-10	0.01762114537444934
what are some examples of a flat character in a piece of literature ?	what are some examples of flat characters in literature ?	is the science of the theory	2.964215117762818e-09	0.023809523809523808
do prostitutes get married ?	do prostitutes ever marry ?	is with a india	2.248204207539058e-16	0.0
what are negative impact of demonetization ?	what are the negative impacts of demonetization ?	what have your ?	6.09822597026799e-09	0.0971976282919251
how come donald trump manage to win florida ?	how did donald trump win florida ?	did for donald donald trump win trump ?	0.4225771273076633	0.311098301760314
how will hillary clinton 's health affect the election ?	is all the speculation about hillary clinton 's health unfair or justified ?	if clinton the trump	2.88059797941122e-09	0.07710843373493977
how can we earn on youtube ?	how can i earn money through youtube ?	how do earn earn of	6.703200457507537e-09	0.19076976301072054
why did trump win the presidency ?	how did donald trump win despite projections that he would fail ?	why donald trump trump win ?	0.48871645155864424	0.25729821556264626
is donald trump racist ?	why do people call trump racist ?	will donald trump racist racist trump president	0.37796447289673796	0.3823930792208815
what can i do with c after learning the basics ?	what can i do after learning basics of c ?	( learn how learn	6.441212897812026e-17	0.05010114988160338
what are the safety precautions on handling shotguns proposed by the nra in south carolina ?	what are the safety precautions on handling shotguns proposed by the nra in arizona ?	what is the	3.343962855651556e-10	0.045433511493087476
what was the happiest moment in your life ?	what were some of your happiest moments in life ?	what is did the of	5.503133441363796e-09	0.08070056185230308
what are the benefits of gst bill for common peoples ?	what is the benefit for a middleclass people on this gst bill being passed ?	how are	2.4840471390269105e-10	0.02465391803986196
how do you find the abundance of an isotope ?	how is the abundance of an isotope determined ?	how do it change such a	0.15660554288060333	0.15005329697036404
is sex important for relationships ?	is sex important in a relationship ?	is a does ?	9.590091771887623e-09	0.100418410041841
what are the advent candles names ' origins ?	what do the candles at advent mean ?	how did did did did did have a great	1.178511301707504e-16	0.05891014326737979
what lessons do you think you should learn from game of thrones for using them in real life ?	what life lessons does game of thrones teach us ?	is is	1.2951112443799125e-17	0.02974104320294902
how do prepare for ias for a fresher ?	how can i crack the ias in fresher ?	how do for my in	0.20094602151973237	0.17568240290880582
has ancient persia been scientifically tested ?	have the ancient chaldeans been scientifically tested ?	did tested that that it	4.7398784991563485e-09	0.09854576561163388
why ca n't cellphone owners delink old phone numbers and their linked apps if they do n't keep the phone or it 's connected number ?	why is it not technically feasible for a smartphone user to delink an old phone number from an application even if they do n't utilize the old number ?	why did ca n't n't	0.006706225823631531	0.11920455023730048
what are some tools used to measure weight ?	what diffrrent methods are used to measure weight and what tools are used to do so ?	how can the current is	1.0047301075986612e-16	0.03205275358643683
if algorithms make computers smart , what makes humans smart or in another word , intelligent ?	what makes humans so intelligent ?	how is a ,	5.536842066052537e-09	0.055813953488372085
how does business insurance work ?	how does corporate insurance work ?	how is a	4.749303160001652e-09	0.15704208066487413
can instagram accounts see who visited their profile ?	how do i know who viewed my instagram profile ?	why is	2.1352774565320712e-17	0.047024763485364565
which is the best hospital in india for treatment of kidney disease ?	which is the best kidney treatment hospital in india ?	how is india	1.77045780683885e-09	0.0886426592797784
what makes a girl to fall in love with a boy ?	what makes a girl fall in love with a guy ?	closeted is lack of	5.0164216487456386e-17	0.033566433566433566
how do i become a partner of youtube ?	how do i become a youtube partner ?	how did did a india a	5.85045365006396e-09	0.16431641493736585
how do i improve my english speaking ?	how do i improve my overall native english language ?	how is my	3.44838093863103e-09	0.21234693832980428
how is an iphone better than a normal android phone ?	which phone is better iphone or android ?	how do n't way	3.3582644710475053e-09	0.05581395348837209
who do you think will win the 2016 presidential election ?	who do you think is going to win the presidential elections and why ?	who were the u.s.	2.243411962079365e-09	0.08936190224318405
is morality objective ?	is morality subjective ?	is there tough dividing	9.12870928680806e-09	0.05
what are the types of diabetes and what causes diabetes ?	what causes type 1 diabetes ?	how did is christianity ?	5.78930067221365e-09	0.092474863234882
group generalization question : do women like to show off bra straps ?	why do women flaunt bra straps ?	why is for	3.403024417548223e-09	0.07100591715976332
how can i learn physics online ?	what are the best ways to learn physics online ?	how is	1.8354763662658024e-09	0.12880979650040242
what is computer science about ?	what is computer science ?	how is a	6.628186500598934e-09	0.07142723918090849
what will be the effect of banning 500 and 1000 notes on stock markets in india ?	what will be the impact of governments decision to scrap currency notes of rs 500 and rs 1000 on the stock markets ?	how is	3.9108970821096284e-19	0.018327600127629268
why are people addicted to pornography ?	why are people so addicted to porn ?	why is	1.8354763662658024e-09	0.1558064133635053
what is the best way to motivate oneself to hit the gym regularly ?	how do i motivate myself to go to the gym regularly ?	how do the stop how my	0.11633369380445124	0.12763864374598954
what led to cyrus mistry ouster from tata group ?	why was cyrus mistry removed ?	how does for sacked my chairmanship the ? how	3.3348692347964305e-09	0.09214886489210333
what is the best laptop in 50000 in india ?	which is the best available laptop for 50,000rs ?	how is	6.752340199052529e-10	0.0367438201555635
what are the biggest mistakes people make when choosing a partner for marriage ?	what common mistake do people make when choosing a life partner ?	is the am	6.427482883353635e-10	0.037628244710730244
why is finland 's education system best compared to india ?	how finland has the best educational system compared to india ?	why is new is	0.07094291530238091	0.08307298469953489
do many people fake smiles , when they get their picture taken ?	do many people fake smiles when they get their picture taken ?	why did n't my	3.906793108259453e-17	0.03991683991683993
is it possible that black holes are a portal to another place in the universe ?	is it really possible to travel , to another place in the universe , through a black hole ( even if we have the necessary technology ) ?	how do n't	5.357739817349327e-18	0.00923076923076923
how do i convert cgpa of graduation ( commerce ) into percentage according to mumbai university while filling mba entrance exam forms ?	how do i convert cgpa to percentage under mumbai university rules ?	how is preparing	6.427482883353635e-10	0.09981634747988666
what are some questions to ask to determine if the person is a human or a computer ?	what simple questions would you ask someone to determine if they are human or ai ?	are human the ?	0.028744577308778614	0.09090909090909091
how can i get internship at deutsche bank ?	how can i do an internship at deutsche bank ?	how is	6.752340199052529e-10	0.12857083244023915
can a minor exchange the banned denominations from the bank by showing id proof ?	is a minor eligible to exchange the banned denominations from the bank by showing id proof ?	why did	1.0630920471272097e-18	0.026422018348623857
what are some examples of elements in science ?	what are examples of elements ?	how is example	1.5018615284240306e-16	0.0
what do pakistani youth think about india in general ?	what do pakistani youth think about india ?	how your made with	1.0619764713730698e-16	0.06197483280152093
how are typhoons formed ?	where can typhoons happen and how are they formed ?	how do typhoons are breasts ? can it ?	7.456994305077522e-09	0.2689075630252101
what do intelligent people do to pass time ?	how do intelligent people spend their time ?	how does is	2.438373545820434e-09	0.11737957565053733
what are some guinness world records that are difficult to break ?	what are some guinness world records that are very difficult to break ?	how do the for why ?	2.1239529431532313e-09	0.019512195121951223
how do i learn to tread water ?	how do i learn how to tread water ?	how 's good my	3.3582644710475053e-09	0.07079646017699115
how can i become top writer on quora , what should i care most in this process ?	what should i do to become a top writer on quora in 2017 ?	how did you tell tell a you	2.538609322669703e-09	0.046518166947939796
what are some of the best budget hotels to stay in goa ?	which is the best hotel to stay in goa ?	how do the for of	3.678794410150938e-09	0.050796915167095114
when is man of steel going to be released on redbox ?	is man of steel available on redbox ?	is it india there is	3.8806842931124116e-09	0.027303754266211608
what should i eat to gain weight ?	what should i do to gain some weight ?	how is my weight ?	0.17354947757230146	0.17715680465970945
what is the best way to become a billionaire ?	how can i become a billionaire ?	how did you my india ? india	6.900655591369778e-09	0.1174275522463104
how safe is it to take ibuprofen and tylenol together ?	is it safe to take both ibuprofen and tylenol ?	why is out for	2.036890365113941e-09	0.022346368715083803
what do you look at before investing in a startup ?	what is the minimum you look for before investing in a startup ?	what would you tell about new move	3.896925266180684e-09	0.08639251049064359
what does a woman feel during sex thrusting ?	what does a women feel during sex ?	is does my a	4.749303160991089e-09	0.09696969696969698
would a man leave his wife for a mistress ?	will a married man leave his wife for his mistress ?	is there a	1.2519027210204138e-09	0.025396825396825397
what is the most effective way to study maths in high school ?	whats the most effective way to study for maths in high school ?	what is how for	0.052699612252386625	0.07489946916784902
what is the longest word in the english dictionary ?	which is the `` longest `` word in the english dictionary ?	what is the	0.09697196779167623	0.09873429770359266
how do i build my first phone prototype ?	how do i build my first prototype in my phone startup ?	how did a i	3.6987610208233575e-09	0.15008428450972
can animals masturbate ?	do animals masturbate ?	why is	2.6013004718628214e-16	0.03243243243243243
how will we become extinct ?	will the humanity become extinct ?	how is it a	5.536842066052537e-09	0.1081081081081081
how do i build more confidence ?	how does i develop self confidence ?	how my be it the	4.7398784991563485e-09	0.13195876288659794
how do i study for the class 11 cbse exams in a month and score good marks in the pcm ?	how do i study to get good marks in the half yearly exams class 11 pcm cbse ?	how is marks for	4.774625547010587e-10	0.10568503371828342
what are some ways i can lose 29 pounds in 2 months ?	what are some diet regimes i can do to lose 29 pounds in 2 months ?	how can a and knee less ? how	3.1987988633672104e-09	0.03382663847780127
is backward time travel possible ?	will time travel be possible in the next 10 years ?	is the a is	7.830277142529362e-09	0.037037037037037035
what should we do to face campus interviews ?	how should one prepare for interviews ?	how uk is a	4.31209693678441e-09	0.08602150537634408
what is the rationale behind introducing 2000 rupee note by india government ?	why is the indian government producing 2000 rupee note as it can be easily used for black money ?	how did it 500 1000 ban of note for	4.138801609558221e-09	0.07713414442203684
who is the best soccer player to ever live ? why ?	who is the best soccer player ?		0	0
i am afraid i am the only conscious person and everyone else is just a deterministic natural robot . is there an irrefutable argument that would disprove this fear despite its unlikely nature ?	how do you prove that i am not the only person in the matrix and everyone else is just a computer program ?	how christianity this grow public public differently and	1.1224434246917598e-09	0.05401629802095459
is the existence of dark matter and dark energy confirmed or just theoretical ?	does dark matter really exist ?	how is with	4.749303160001652e-09	0.01523809523809524
how good of a king would stannis have been ?	would stannis baratheon have made a good king ?	how do n't a made for	6.0653065950034785e-09	0.1130242825607064
if a genie offered you three wishes , what are safe wishes to make ?	if a genie grants you three wishes , what do you intend to wish for ?	how can some a us run	1.2882425798093192e-09	0.0523389386119622
what is the difference between muslims and christians ?	what is the difference between muslim and christian ?	is did the between private	5.503133441363796e-09	0.12422360248447206
how do i enhance my english ?	what should i do to improve my spoken english ?	how do my english fluently	0.4239476211681309	0.34323568528550336
how do i focus only on studies and avoid all distraction ?	how do i avoid distractions and just focus on studies ?	how do i study for	0.16497086398419178	0.18910138667706086
what is personality ?	what is my personality ?	is reason than about	9.12870928680806e-09	0.06666666666666665
what does a near death experience feel like ?	what did you experience in your near death experience ?	what is	6.752340199052529e-10	0.08799438691145077
how does a trend come and go ?	is it true that trends come and go ?	is a of a	4.749303160991089e-09	0.08180275557568877
which is the best seo tools ?	which is the best seo tool ?	how is less new seo india	6.911494339490884e-09	0.1216730038022814
how will the decision of scrapping inr 500 and inr 1000 notes affect real estate prices ?	how does the declaration that rs 500 and rs 1000 notes would not be accepted as valid transactions affect real estate in india ?	how did discontinuing a after and	1.3054126598797372e-09	0.043656207366985
what 's the easiest way to learn chinese ?	what is the best way to learn chinese ?	how is best my ?	5.503133441363796e-09	0.14277123069922223
can i do medical oncology after bsc biotechnology ?	is there any such course of oncology after bsc hons in biotechnology ?	how is a	1.7471709924551733e-09	0.055987707961687325
for someone scored 6 in ielts overall , it is easier to take pte-a instead , to score more bands ?	can a person who scored overall 7 bands in ielts easily will score 65 each in pte ?	how do n't for	2.756631344846228e-10	0.010243277848911653
what is the fastest way to learn something ?	how can i learn faster ?	how a way learn	9.590091771887623e-09	0.21201695593353345
what places should i visit during my visit to kerala during july ?	what are the best places to visit on a 3-day trip in and around kerala ?	are	6.144212344111992e-09	0.014184397163120569
how do i prepare for the sat ?	how do i prepare for sat exams ?	how is for	3.44838093863103e-09	0.20258890532864343
what are the frequencies of 2g 3g and 4g networks ?	how do 2g 3g 4g work ? what role does frequency play here ? what are bands ?	what is india melting is	2.1297646960674127e-09	0.04478153081459302
which is the best laptop i should buy under rs.60000 ?	which is the best laptop available in india in a budget of 60k ?	why if available	8.970274974036499e-10	0.05183585313174946
is it possible that one day we will discover a new color ?	is it possible to discover a new color ?	is a of 13 when ?	6.0653065950034785e-09	0.08602150537634408
which are the best gear bicycles in india under 10000 ?	which is the best hybrid bicycle to buy in india around the range of 10000 ?	how are	2.4840471390269105e-10	0.019851116625310174
what does analytic company do ?	what does a analytics company do ?	why does i	4.749303160001652e-09	0.09266409266409267
why dubai police department have lot of super cars ?	why do the dubai police have super cars ?	why is kashmir does it	3.1772355737578207e-09	0.06153846153846154
how do i replace a clash of clans account on a new phone with an older account from another phone ?	how do i link my clash of clans account to another google account ?	how is my of account my	3.043757571909282e-09	0.172821148037989
how can i improve my spoken english ability ?	how do i improve my overall native english language ?	how can i my how	0.28418058893812126	0.195967040829672
what is the future of tectonic plates ?	what is future movement/motion of indian tectonic plate ?	what is it like for is	0.1850075887944782	0.07292666595760694
what is the reason behind the rivalry between america and russia ?	what is the main reason behind the rivalry between america and russia ?	how does is	6.427482883353635e-10	0.027624269610929668
how do i start with learning a new language ?	what is the best way to learn any new foreign language ?	how will the improve flight	3.678794410150938e-09	0.08829837141362629
what does donald trump 's win mean for indian students in usa ?	will trump 's win affect the matriculation of students who wish to be graduate from usa ?	did trump win between donald donald	3.1140322380560667e-09	0.1276595744680851
what is the easiest way to make money ?	what 's the best way to make fast cash ?	how did is yards have	3.1772355737578207e-09	0.02534668102757239
what is concrete ?	what is a concrete ?	what is visas	0.41368954473230585	0.16330586735806
what is the holy quran ?	what is the quran ?	is	1.8315638861260843e-05	0.06557377049180328
why do north korea and south korea hate each other ?	why does north korea have a conflict with south korea ?	why is china	8.970274974036499e-10	0.10122800784579083
what is a good turmeric supplement ?	what are the best turmeric supplements ?	how how a	3.403024417548223e-09	0.03305785123966942
what world nations think about the surgical strike on pok launch pads and what is the reaction of pakistan ?	what you think about recent india 's surgical strike in pakistan ?	how did china you know that with	2.388718705653956e-09	0.023718769424556852
what has been the best decision you have made in life ?	what was the most important decision you made in your life ?	how is any what us	1.7437038534901727e-09	0.04865986118856446
did israel deliberately target the u.s.s liberty ?	why did israel attack the uss liberty ?	how did did you my ?	5.85045365006396e-09	0.10759068923091264
what are some good secret santa gifts ?	what are the some of the most interesting secret santa gift exchange ideas ?	who how one is n't n't want	1.3376216389974536e-16	0.0
what is the best way to get fair skin ?	how can i get a fair skin ?	how does i knee ?	6.721542363805207e-09	0.1410906314100947
how old is the hindu religion ?	how old is hinduism ?	is a religion cats and	9.999999995750004e-09	0.11347517730496455
why does it seem that ( almost ) everybody ( including quorians ) hate trump ?	why does everybody hate trump ?	why is	3.026188926929806e-09	0.1592232206741085
why all planets are circling the sun in the same direction ?	why do all of the planets revolve around the sun in the same direction ?	did is a us	3.906793108259453e-17	0.03484573502722324
does congress party digging their grave slowly as they are opposing everything done by pm modi like saying jay shriram or surgical strikes ?	does congress party digging their grave slowly as they opposing everything done by pm modi like saying jay shriram or doing surgical strikes ?	what is the iphone go why since samsung	1.808493793151072e-17	0.009800407746492799
which is the best quickbooks data recovery support number in new york ?	which is the best quickbooks auto data recovery support number ?	how do my best of for ? ?	4.107339043435355e-09	0.06996712809135265
what 's the difference between 32 bit and 64 bit cpu ?	what is the difference between a 32-bit and 64-bit computer ?	is is energy is ,	2.1297646960674127e-09	0.016666666666666666
what is the sahara , and how do the average temperatures there compare to the ones in the karakum desert ?	what is the sahara , and how do the average temperatures there compare to the ones in the registan desert ?	there is there it is	4.076220396104232e-10	0.02359882005899705
why is programming so hard ?	why is programming so tough ?	is did a advanced is	5.78930067221365e-09	0.03463203463203463
if you only have one day left , what will you do ?	if you had only 24 hours left to live , what would you do ?	what would a did a	0.06384528482489403	0.08190146307034331
how do you know if your partner is cheating on you ?	how will you know if your partner was or still cheating on you ?	how my really time ?	2.4659696383680297e-09	0.07256235827664399
will reliance jio result in the death of other telecom service providers in india ?	will reliance jio wash out other telecom companies in india ?	how is new	2.8366500155963096e-17	0.0
why were my last few questions i asked marked as needing improvement ?	why do my dank questions keep being marked as need improvement ?	why is n't	6.427482883353635e-10	0.07021836424312715
what do you mean by boasting ?	what does it mean to boast ?	how does a human can with a line us	3.726779962059685e-09	0.08633093525179858
do you donate money to charity ?	do you donate any money to charity ?	is is of money is just	4.887164515586444e-09	0.15342786004535203
what does anyone know about the roswell incident ?	how true is the roswell ufo incident ?	what is	1.5744053386817157e-09	0.08020839902024056
what is the biggest misconception that foreigners have about india ?	what are some misconception in the world about india and its people ?	is and some good than india of	5.511084562987106e-09	0.11235955056179776
how do i get more traffic to my youtube videos ?	how can i get more traffic to my youtube videos ?	how my on i	2.747607294975244e-09	0.1349397590361446
how could i gain weight ?	how do i gain weight in naturally way ?	how some gain with	7.830277142529362e-09	0.21052631578947367
how is discontinuing 500 and 1000 rupee note going to put a hold on black money in india ?	how can black money brought out by discontinuing 500 and 1000 notes ?	how did is 500 for	2.472717248606835e-09	0.09278347564612316
how much data is on the internet ?	how much data is there on the internet ?	is a on way with	5.488116358607818e-09	0.054607508532423216
what is the difference between transactional sms & promotional sms ?	what is the difference between promotional & transactional sms ?	is you difference of ?	4.505584586736407e-09	0.10126582278481011
how can one make money online ?	what is make money online ?	is a decision way for ? ?	6.900655591369778e-09	0.06751054852320675
how does a long distance relationship work ?	does long distance relationship works ?	how you is it	5.536842066052537e-09	0.10549450549450551
will leia appear in episode ix despite carrie fisher 's death ?	what will the filmmakers do with the leia character in episode ix , now that carrie fisher is dead ?	is it a for your	1.7437038534901727e-09	0.011412268188302425
what is the best material to prepare for ssc cgl tier 3 2016 ?	how should i prepare for cgl tier 3 ?	is is the	0.07813586214891081	0.03681461749690371
how can i speak english fluently and fast ?	what are the best ways to speak english fluently ?	how does my my english	4.493289639262571e-09	0.1578647274797024
how much do uber drivers make in houston ?	how much does an uber driver make in houston on average ?	i could okay with	8.27068107508754e-17	0.0
how can i get investors for my business ?	how do i get investors for a business ?	how some new i n't with	4.952302097098729e-09	0.0898876404494382
what was the universe before big bang ?	what happened before the big bang ?	did does it of that it	1.5454571169206621e-16	0.0
i am in first year . in which direction should i start my preparation to clear for ias exam ?	how do i start preparation for ias exam ?	how do a year for for 2017	0.2319109274149018	0.15793670564529008
how do i calculate co2 emissions of a city ?	how do i calculate co2 emissions ?	how is	1.8354763662658024e-09	0.17606043048976752
how do i become an engineer ?	how can i become an engineer ?	is did to become india on india for	4.225771273076634e-09	0.14075950462876333
what were your experiences when you had `` roll no.1 '' ?	what were your experiences when you had `` roll no . 1 '' ?	why did did a india why is for	8.105106866539384e-17	0.0401059080099618
how does spotify 's discover weekly work ? what data is taken into consideration ?	what is the general formula for spotify 's discover weekly ?	why is how	1.2685884526498375e-09	0.05342237061769616
which laptop should i buy in a budget of rs . 60000 i.e about $ 1000 ?	what is the best gaming laptop i can buy under 60000 in india ?	60k how do my rs is	2.1522616193849544e-09	0.03940886699507389
what is the most probable ( the most evidence ) base structure of the universe or existence ( based on such theories as we have now ) ?	what is the most probable base structure of the universe or existence ?	is is how	4.6054927340999793e-10	0.018181818181818184
what could be the effect of gst bill on indian economy ?	how will the passing of gst bill help indian economy ?	how does n't	8.970274974036499e-10	0.051523918600160964
in m.s . dhoni : the untold story , what small details of the movie are true ?	are all the facts shown in the movie `` msd an untold story '' true ?	how is a	5.357739817349327e-18	0.01985490013826504
what will be the effect of donald trump becoming the president of us on india ?	how will donald trump benefit india ?	why is that you	1.3636047811673833e-16	0.01963671442245993
which is the best joke you have ever heard ?	what 's the funniest highbrow joke you 've ever heard ?	what did you funniest is	5.202600948017786e-09	0.08849557522123895
who are the best doctors ?	who is the best doctor ( in your opinion ) ?	is a time of india for	5.773502689875535e-09	0.023054755043227668
should nasdaq merge with nyse ?	should nasdaq merge with the nyse ?	why does is future master	1.8307376183738994e-16	0.0
in mythologies , how do mermaids reproduce ?	how do mermaids in myths have babies ?	how	9.118819641867017e-07	0.07619047619047618
what is an intj person ?	what are some insights on the intj personality type ?	is the of 1000 will	8.187307527300217e-09	0.0418848167539267
are there aliens on the moon ?	do aliens reside on moon ?	will did is a	1.750903197335846e-16	0.07500000000000002
can long distance relationships work out ?	how can i maintain my long distance relationship to the best of my ability ?	is is a is	1.3636047811673833e-16	0.0
what is the difference between whatsoever and whatever ?	what 's the difference between `` whatever '' and '' whatsoever '' ?	how did is a	2.615418999812674e-09	0.02555910543130991
what will be the result of banning 500 and 1000 rupees note in india ?	why indian government abruptly announced the demonetization of 500 and 1000 rupees currency ?	is banning 's new notes with	1.5218787859546417e-09	0.06735622579601533
what do you think are the worst moment in life which you have faced and had overcome it ?	what were the hardest incidents of your life that you 've faced but had the strength fully overcome ?	are can most ?	3.0361279330441596e-10	0.06222381601664645
what is the most beautiful thing ever said to you ?	what 's the most beautiful thing someone ever said ?	why did did is nice	2.6013004740088944e-09	0.06187845303867402
will time travel ever become possable ?	is time travel possible ? if yes how	is a is	3.403024417548223e-09	0.02846975088967972
what are the uses of carbon nano tubes ?	what is the use of carbon nano tubes technology ?	what is some of	0.14325239835250014	0.08311353546250481
what 's the purpose of life ? what is life actually about ?	what do you feel is the purpose of life ?	how is	4.0955013555354697e-10	0.0904036212388438
what are the best feelings to be experienced in life ?	what are some of the best feelings in life ?	how n't ,	3.95886400738686e-17	0.0
what song makes you smile and cry ?	what one song makes you cry and smile at the same time ?	a does most	7.710814191093513e-17	0.0
how can i become rich in short time ?	how does one become rich real fast ?	how did me you be a	4.136895448977816e-09	0.12490083260055042
how long does meth stay detectable in the body through testing ?	how long does crystal meth stay in your system and how can i dilute it ?	how is a how	1.747170992819167e-09	0.09271863743812447
which is the best book for learning c for novice ?	which is the best book for learning c for beginners ?	what is a	8.970274974036499e-10	0.03132260078834922
how is iphone 6s better than 6 ?	which is better iphone 6 or iphone 6s ?	how do n't a	3.3582644710475053e-09	0.07079646017699115
how should we prepare to crack gate exam in 5 months ?	how do i prepare for gate in 6 months ?	how are for	1.77045780683885e-09	0.13188996960274985
how do you know if your girlfriend has an affair ?	how can i know my wife has had an affair ?	how my levels you tell days	4.34598208354969e-09	0.11851851851851852
what is the salary of the prime minister of india ?	what is the salary of narendra modi as pm of india ?	is the indian	0.040116289237621554	0.11984318507312715
did hillary clinton break the law ?	did hillary clinton break the law by using private e-mail for official business ? was she doing anything illegal ?	aumf has editor-in-chief cousin theaters is cousin were	1.3363062093831524e-16	0.029568788501026694
how practical is elon musk 's idea of colonizing mars ?	how feasible is elon musk 's idea to establish a colony on mars in the 2020s ?	if elon musk ?	0.08688697167815888	0.134212307801577
who is the worst actor in bollywood at present time ?	who are the worst bollywood actors and actresses ?	is would best bollywood india team the ?	7.458460118109875e-09	0.1293800539083558
what is the sociology of education ? why is its role in teacher education important ?	what is sociology of education ?	which is the declared for	0.258905396905099	0.060021318788145615
why did china again object to india 's bid at un to ban jem chief masood azhar ?	why does china block sanctions at the un against the jaish-e-mohammad ( jem ) chief , masood azhar ?	why did of china did for	0.04279677426619122	0.09964355087976878
what are you pretending not to know ?	what are you pretending not to know ? what do you know that you would rather you did n't know ?	what is n't	3.44838093863103e-09	0.09626489759383848
why do people say `` bless you '' whenever someone sneezes ?	why do they say `` god bless you '' when you sneeze ?	why did you tell you	3.0201836675986155e-09	0.14009831658736405
what is the difference between crime and felony and how are they penalized ?	what is the difference between crime and felony ?	why is n't n't	2.615418999812674e-09	0.02461538461538462
is it safe to travel to america for muslims now ?	is america safe for muslims and foreigners ?	why is china	2.438373545820434e-09	0.027303754266211608
is there is any scope for a network engineer in india ?	network engineer career india ?	is there available for is	0.4472135953098925	0.08780708723504989
what is your take on muslim personal law board 's decision to boycott uniform civil code and challenge ban on triple talaq in supreme court of india ?	why muslim personal law board boycott uniform civil code if more then 20 muslim countries implementing this rule ?	if i did , ( did view two for	1.2268298304767466e-09	0.009111617312072893
what is the difference between bicarbonate soda and baking soda and how are they alike ?	what is the main and most important difference between bicarbonate of soda and baking soda ?	how baking soda it are	0.04955267882291072	0.15027642746033237
why is english so necessary , and why is it important in india ?	why english is so important in india ?	is there is china	4.749303160991089e-09	0.03478260869565218
what is bill of exchange ?	what is bills of exchange ?	how does some of cryptocurrency ? how	6.900655592355585e-09	0.14177319486418274
what can you do when you are lonely ?	what can you do when you 're lonely ?	how is	2.1352774565320712e-17	0.156157173773883
how do the fake currency notes hamper the economy of a country ?	how does a fake currency notes destroy economy of a country ?	how is how	6.427482883353635e-10	0.090984697528062
where can i get an affordable and hassle free service for property transaction in sydney ?	where can i get professional advice for buying and selling a property in sydney ?	where is how	2.364538811267148e-10	0.06275951763796978
what are best android mobile phones under rs.10000 ?	which is the best smartphones under 10k in india ?	below exactly is india	3.6987610208233575e-09	0.13837837837837838
what are the famous mistakes from hollywood movies ?	what are some of the major mistakes made in famous hollywood movies ?	which is	2.1352774565320712e-17	0.05601338056287856
how can i make rs 10000 per month with 1 lakh rupees in india ?	is it easy to earn 10000 per month with 1lakh rupees ?	how is india for	2.1398387128994254e-09	0.09526502974256408
what are the books to be followed to crack xat ?	what are the best books or site to prepare essays for xat ?	how is the	8.970274974036499e-10	0.03391737245128939
what are some examples of natural disasters ?	what are natural disasters ? what are some examples ?	how is in	7.710814191093513e-17	0.0
what is the best way to improve life ?	how do i improve my life ?	how do my best way ?	0.5353620494851005	0.25729821556264626
how can i get rid of my depression ?	how can i beat depression ?	how do some my is	8.187307527300217e-09	0.1378497352456687
what programming language/languages can be used to make anything ?	which programming language can be used to create anything ?	is a good a	6.441212897812026e-17	0.028515016156018945
do people think tony robbins is a scam artist ?	is tony robbins a fraud ?	did is a religion ?	0.3170930570351238	0.10389610389610389
how do you deal with a psychopath ?	what is the best way to deal with a psychopath ?	how do your	0.10904738005983379	0.19170688776815742
do new 2000 inr really have a ngc ( nano gps chip ) , or is it just a rumour ?	will rs . 2000 currency note really come with a gps chip ? or it is just a rumor ?	did ngc decision move embeded new	7.917728017940806e-10	0.04295302013422819
can one lose lactose intolerance as an adult ?	is lactose intolerance curable ?	is a art worth of advertising	5.773502690837786e-09	0.03587443946188341
what are some of the best startups of 2014 ?	which is the best startup of 2014 ?	how what engineering new for that	4.136895448977816e-09	0.026490066225165566
what would happen if earth lost its gravity for like 5 seconds and gained it immediately after 5 seconds ?	what happens if gravity falls away for 5 seconds ?	if if ,	1.2519027210204138e-09	0.02088772845953003
which are the highest paid jobs in india ?	which is highest paid job in india ?	how are	1.1132726913181444e-09	0.026578073089701
which is best laptop to buy under 30k ?	which is the best laptop i can buy in india for rs.25000-30000 ?	which is the best 30000	0.3480487188510053	0.19207729978805482
i was suddenly logged off gmail . i ca n't remember my gmail password and just realized the recovery email is no longer alive . what can i do ?	how can i reset my gmail password if i do n't remember my recovery email and current password ?	how my recovery is gmail ?	0.0512322725003574	0.15990060914731433
how can i improve my psychic abilities ?	how do i hone my psychic abilities ?	how does i my	5.816684689107698e-09	0.19623186115511754
